Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF32,OUT035,3179.3009984951973
FDF11,OUT013,4036.9013209663813
DRI59,OUT049,3778.078702297644
NCG54,OUT035,2801.9410226866444
FDM44,OUT046,1630.1224786820737
FDT57,OUT018,3633.8354305324897
FDV24,OUT046,2422.2527692668373
FDI50,OUT019,576.9717986491444
FDS09,OUT035,757.8243673617392
NCC31,OUT027,3967.4390377812674
FDQ07,OUT019,570.7187649112494
FDC22,OUT017,3147.717912743777
FDZ56,OUT046,2865.2726538421416
FDZ40,OUT019,130.29003053365062
FDS46,OUT027,3013.9780676943633
DRD24,OUT045,2066.222559116642
FDV45,OUT017,3092.059016367973
FDL26,OUT045,2500.7557525315615
FDA56,OUT018,2029.6629634369615
FDN27,OUT046,1951.066912127822
FDM20,OUT049,4064.473407108098
FDO16,OUT017,1329.526168341927
FDL03,OUT035,3062.3172889618054
FDE58,OUT046,1942.8723378568836
FDI02,OUT027,2979.1942481846213
NCC55,OUT019,130.29003053365062
FDR03,OUT018,3209.40474594354
FDB14,OUT017,1408.4756527848594
FDR45,OUT013,4021.611085515588
NCN07,OUT017,2057.27560625933
FDM51,OUT019,246.6393255835657
FDT52,OUT027,5964.287054024417
FDL26,OUT046,2475.976201947454
NCZ42,OUT046,4030.460036216726
DRI47,OUT019,357.75087253540835
FDW40,OUT013,2090.575135471119
FDN34,OUT046,2927.4947926868517
FDS01,OUT035,3005.9116286906333
NCG55,OUT045,1920.4631148904207
FDC11,OUT035,1370.520446055336
FDX35,OUT018,3476.5040094023925
NCB06,OUT046,2605.441535673263
FDR09,OUT019,570.5529161243832
FDC53,OUT017,1536.7168529712837
FDY45,OUT013,4091.5982152141582
FDA22,OUT010,399.7224530020363
FDE02,OUT035,1479.2213856555422
FDW21,OUT045,1623.7691681704234
FDV34,OUT046,1095.8200124284726
FDS59,OUT049,1677.2841123776843
NCW17,OUT017,2079.349615271283
NCK54,OUT046,1949.0604021845074
FDG17,OUT019,576.9717986491444
FDG35,OUT017,2944.01956980507
FDD08,OUT010,130.29003053365062
NCO07,OUT017,3530.596745701104
FDJ10,OUT010,298.26567465216493
FDW36,OUT017,1643.454084499185
FDW21,OUT010,239.82669313114562
FDY19,OUT017,1916.9965238459292
DRE03,OUT013,770.0662810008673
NCC55,OUT049,632.4874942739013
FDH52,OUT010,135.5875330037105
FDO09,OUT017,3934.3132162034144
FDU43,OUT045,4028.897233692687
FDX09,OUT010,423.9719504628596
FDH40,OUT019,202.09285162233573
FDW58,OUT017,1643.83161589893
FDC47,OUT017,3681.857619132865
NCR41,OUT035,1468.337626866272
DRG49,OUT035,4006.7310636373136
FDC52,OUT027,3898.9919356234373
FDY13,OUT046,1129.60302345889
FDY35,OUT013,711.5916613143619
FDI35,OUT017,3138.1543305363753
NCU18,OUT049,2087.803373225564
FDY33,OUT018,2545.189243703755
FDC15,OUT027,4125.618764762635
FDU01,OUT049,3112.4563611203043
NCU42,OUT046,2911.5086295277642
NCV29,OUT018,2896.3668874022565
NCY30,OUT017,3066.3154093838766
FDQ46,OUT049,1747.4611682845239
FDG58,OUT027,3964.500416769264
FDK33,OUT017,3510.7170927036627
NCD07,OUT045,1906.7155924007413
NCX29,OUT027,3810.1766918449307
NCT42,OUT013,2403.8757772470517
DRN59,OUT035,737.3953761134359
FDI44,OUT035,1253.8419475524013
FDA45,OUT049,2817.6992458634004
FDP31,OUT045,1008.1382323595245
FDY01,OUT046,1932.300181818024
FDT09,OUT018,2052.4927674329388
DRH03,OUT027,2699.768773862468
FDA36,OUT018,3052.1082927755688
NCF31,OUT017,2443.2344470990224
FDG14,OUT049,2441.9633452016733
FDG28,OUT027,5964.287054024417
FDU14,OUT049,4120.676740679234
FDY47,OUT019,300.21019212830305
FDI56,OUT049,1395.812309447786
DRD01,OUT013,939.3670987418709
FDM22,OUT046,878.3410301027699
FDH33,OUT013,709.7889824233268
DRZ24,OUT013,1941.899243424841
NCQ38,OUT046,1651.131257897248
FDO16,OUT027,2173.7260251793855
FDU07,OUT027,3829.57943663885
NCB07,OUT013,3002.936756916247
FDU48,OUT045,2059.436904509255
NCM43,OUT045,2764.918251095706
FDR31,OUT010,356.4029428086493
DRK49,OUT018,642.3306624653242
NCI30,OUT010,574.6102108403234
DRD60,OUT017,3008.764655107495
NCG19,OUT046,3820.719482176654
FDH12,OUT035,1646.343511364833
FDM32,OUT035,1402.8826164913955
FDM27,OUT035,2516.4392035649585
NCU53,OUT027,4307.540152607456
NCQ18,OUT046,1600.528650624913
FDS10,OUT013,2871.5734830397787
FDB33,OUT027,4125.618764762635
FDI12,OUT013,1450.395409243566
NCW42,OUT013,3558.7489671154926
NCC06,OUT018,2039.8752909810148
FDW02,OUT017,2042.1688195864526
NCD43,OUT017,1646.8681459904592
FDM57,OUT018,1363.5146956958874
FDA58,OUT017,3762.3920745010446
FDK56,OUT046,3170.427765889735
FDP52,OUT045,3931.9263751517337
FDW20,OUT018,2038.7857698041769
FDS52,OUT049,1609.4507803591487
NCT29,OUT018,1974.030442717614
NCL54,OUT013,2882.943821077958
FDC05,OUT045,3170.718803488647
FDF34,OUT035,3209.7128358844225
FDP03,OUT027,3098.613370922685
FDD32,OUT010,195.70505211031693
FDZ10,OUT045,2085.064121688091
FDZ40,OUT035,859.8992577526941
FDD51,OUT018,666.7035543525947
NCY30,OUT019,434.62121958399
FDP58,OUT017,3418.3991028411533
FDV49,OUT017,4126.443783293028
FDY24,OUT019,130.29003053365062
NCO55,OUT017,1657.0786551228362
FDR13,OUT017,1917.0027875422188
FDS51,OUT017,948.5008013649842
FDP26,OUT045,1644.5331541446449
NCB54,OUT027,3127.4089288919663
FDF32,OUT017,3114.31313710179
FDN31,OUT018,2995.14343610803
DRM48,OUT017,590.0981527226776
FDN20,OUT049,2826.764960748804
DRL01,OUT046,3934.9158725393745
FDV56,OUT049,1664.2120937747727
DRH13,OUT027,2880.550651137238
FDA03,OUT017,2453.450066357139
FDF47,OUT027,5961.332780423571
FDX32,OUT046,2483.261430643961
FDX57,OUT049,1522.6594954258194
NCA30,OUT045,3020.938747417173
FDO49,OUT013,774.3946713029889
FDL04,OUT019,244.09218464793148
DRM48,OUT035,594.372077005204
FDR16,OUT013,3436.472168803624
NCC19,OUT018,3023.5354492769134
NCE42,OUT045,3964.9613466548703
FDY24,OUT017,859.2337101962486
FDH19,OUT049,2854.3652634936047
FDJ46,OUT013,2875.3168456396147
FDN45,OUT010,573.0168329477503
FDY08,OUT035,2064.9064135200288
FDZ37,OUT035,1379.4009990575914
NCT30,OUT045,742.8592979984232
DRY23,OUT018,660.3380454505386
NCZ30,OUT018,2024.8389136710136
FDC44,OUT018,1839.7871929118858
FDB45,OUT035,1645.5008241440642
FDY04,OUT013,2621.5618200443523
FDM27,OUT046,2689.4906404874846
FDZ43,OUT017,3927.4461590368605
FDT39,OUT019,359.686078190789
NCC06,OUT019,301.31371798054124
FDL15,OUT027,3964.500416769264
FDL57,OUT017,3957.0559745422083
FDU08,OUT046,1598.6978483979901
FDK40,OUT017,4138.19013476418
FDQ12,OUT010,579.0735963885899
FDS48,OUT017,2469.290293852461
FDP09,OUT045,3497.4594228800224
FDW21,OUT049,1607.794592534923
FDY25,OUT035,3027.1134825989307
DRE13,OUT017,1380.7904940829976
FDV43,OUT019,130.29003053365062
FDD22,OUT045,1741.4070703630318
FDM46,OUT019,231.66835262028013
NCO30,OUT010,489.8658657637544
FDM25,OUT046,2882.9407158563413
NCN41,OUT049,2064.797768323449
FDU24,OUT045,1426.451964363532
FDZ50,OUT046,3187.1986071195897
FDP45,OUT013,4048.2000786974695
NCM54,OUT045,2051.993630863151
FDW10,OUT019,422.6919949614663
FDP20,OUT017,2050.432111956539
FDK32,OUT046,2478.538701990894
FDN52,OUT049,1380.8445548763252
FDM58,OUT045,1743.3813602914506
FDZ46,OUT027,2961.7934368626534
NCA18,OUT018,1868.6267319219326
FDD35,OUT046,2096.1406234020587
NCK31,OUT035,742.763602325264
FDI40,OUT027,2825.1920805343025
FDT50,OUT019,237.02098402438438
NCT06,OUT046,2686.3396812182154
FDT31,OUT035,3074.773062338891
FDT45,OUT049,827.2208142769646
FDT13,OUT045,3152.805906430647
FDO50,OUT045,1388.9596793095343
NCU18,OUT010,297.4466801950188
NCR54,OUT049,3122.1992856492393
NCO18,OUT018,2882.6316704877313
FDU09,OUT045,855.895444439681
FDT13,OUT018,3019.0782573506017
FDE09,OUT046,1765.4801330157459
NCK53,OUT019,246.6393255835657
FDG45,OUT049,3550.3561457613873
DRH15,OUT035,701.3895204580679
FDO21,OUT019,576.4956479880713
FDD14,OUT027,5116.921206194047
FDC09,OUT046,1649.226108713252
FDH45,OUT027,1235.3417904233318
FDV32,OUT046,1030.484574209951
FDG12,OUT035,2012.6451447901343
FDS32,OUT013,2093.975785764148
NCL55,OUT018,3665.921963257044
DRE01,OUT035,3903.6855641204284
DRE15,OUT049,1260.7649181831857
NCL42,OUT045,3997.1281090032467
FDP31,OUT013,1101.1129328634877
FDN33,OUT018,1424.1447566799295
FDZ59,OUT046,2626.1178280966183
FDE45,OUT010,432.6902238218414
FDJ07,OUT013,1971.6869697129514
FDQ45,OUT018,3070.507191690982
FDM33,OUT027,5961.332780423571
FDO15,OUT010,147.38384924603733
FDM46,OUT013,1473.0531345227394
FDR03,OUT045,3409.1915702898377
FDY49,OUT018,2790.6032891341856
FDQ60,OUT045,1949.720020880248
FDW10,OUT049,2953.9879265485097
FDO51,OUT049,697.6154508208085
FDJ40,OUT018,1645.9295635960755
FDS20,OUT018,3022.854875873911
FDU45,OUT013,1785.8152003359653
FDV02,OUT035,2777.74017003747
FDN09,OUT046,3987.1973469801464
NCM55,OUT027,5116.921206194047
FDN23,OUT018,2371.761922611182
FDY31,OUT010,357.72363146398163
FDW03,OUT010,240.92275362307944
FDD14,OUT046,3079.663488629235
FDV23,OUT017,2044.5863893652347
DRI03,OUT045,2960.025279940438
FDN13,OUT035,1596.7560866084716
FDF45,OUT027,1391.802507634979
FDU46,OUT035,1385.6738032448445
FDB57,OUT049,3735.3460326162503
FDV12,OUT049,1606.8768303827828
FDQ58,OUT013,2425.547839407134
NCA18,OUT017,1900.9815050838383
FDH52,OUT049,933.058745901906
FDM24,OUT018,2364.2732655724344
NCP43,OUT027,4865.471497426174
NCO18,OUT019,427.0978597769307
FDM32,OUT017,1386.8682201881634
NCL07,OUT017,604.9514704562611
FDK03,OUT013,4107.592970013674
FDP59,OUT017,1639.2030711551308
FDQ24,OUT049,4156.860715214729
FDQ16,OUT018,1648.3433579468083
FDU44,OUT013,2581.4881362952706
FDH28,OUT010,130.29003053365062
FDV28,OUT019,130.29003053365062
FDM22,OUT045,865.0013071842499
FDR56,OUT046,3162.710166367908
FDV39,OUT049,3215.1192719307937
FDU37,OUT019,188.31441859690818
FDQ11,OUT010,579.4357154725116
FDX02,OUT045,3729.0171318112675
NCS42,OUT018,1417.3443050374858
FDY57,OUT027,2699.768773862468
FDB21,OUT049,3978.1370369861183
FDE28,OUT017,3726.7763766999524
FDQ55,OUT017,1901.5956773505438
FDA48,OUT049,3596.1449797116275
FDZ19,OUT045,2866.9286388198657
NCC43,OUT045,3965.3446447524852
NCV18,OUT046,1339.3524505061575
NCA42,OUT018,2541.1935236184495
FDY45,OUT046,4073.3400407645445
NCC30,OUT045,2931.0777560462884
FDM57,OUT013,1453.1840294768283
FDL09,OUT010,398.63501684301656
FDB09,OUT027,3098.613370922685
FDT44,OUT035,1960.17392038193
NCT06,OUT027,4307.540152607456
FDX26,OUT049,3138.5229189995407
FDK32,OUT013,2462.2127655302547
DRA12,OUT046,2103.3385644957275
FDO46,OUT010,499.8773741133349
FDE52,OUT013,1452.1652588799261
NCH42,OUT045,3879.5714013435067
FDV08,OUT035,664.2403228232473
FDB47,OUT018,3236.115249058338
FDC28,OUT010,254.4034074195658
FDD22,OUT046,1902.5170910359013
FDS07,OUT027,2989.480487559157
DRI13,OUT045,3492.6262783650286
FDG32,OUT018,3374.223854721179
FDU14,OUT017,3999.2195950396213
FDD28,OUT019,133.60316058637798
NCP41,OUT017,1675.7296832916263
FDS08,OUT049,2872.042211463598
FDX47,OUT045,2519.36797750801
FDC53,OUT019,243.71286929325953
FDQ19,OUT035,4087.989374127779
FDL14,OUT045,2453.2715016910815
FDM33,OUT019,570.3409704407375
FDA51,OUT045,1874.395910264583
FDZ27,OUT018,737.54747962326
FDT04,OUT046,656.2742101427932
DRC13,OUT049,2066.676856014351
FDR16,OUT027,5952.116893627237
FDQ03,OUT027,5962.472113185417
FDE38,OUT035,2758.1494869702133
DRH23,OUT027,1375.227823747434
FDT11,OUT019,499.0339182678722
FDD09,OUT035,3030.1235847714893
FDR40,OUT045,1328.755386350675
FDX07,OUT017,3083.24805136168
FDR07,OUT035,1534.695719527764
FDA51,OUT017,1878.8269248635315
FDT59,OUT019,576.6096795652226
FDF20,OUT017,3137.7301642923503
FDR13,OUT045,1911.4853190710603
FDY26,OUT049,3529.5249859042337
FDW04,OUT017,2048.9939478309766
FDK52,OUT017,3705.8921097499588
FDN60,OUT049,2552.1475014266266
FDM09,OUT019,410.4382741799379
FDP46,OUT049,1372.4836927724732
FDB50,OUT019,187.00199219122845
NCQ29,OUT049,4076.245935068846
FDP16,OUT027,5964.287054024417
FDX33,OUT018,2533.690901684408
FDP07,OUT010,517.9488430063566
FDN22,OUT046,3941.9892784784274
FDF39,OUT049,4237.81721340588
FDS21,OUT017,911.8727290344324
NCM42,OUT013,1668.296522383054
FDK50,OUT019,397.2408992187575
DRF13,OUT027,3820.3657187474814
FDH35,OUT018,2575.9829054410384
FDP60,OUT018,1588.3574113683835
DRJ49,OUT027,3127.4089288919663
NCT42,OUT019,358.1157918928816
FDE38,OUT049,2757.0146312799166
FDI04,OUT049,3198.473914478483
NCH54,OUT045,2575.76371916255
FDT56,OUT049,884.5850877643319
DRD15,OUT018,3547.630328603153
FDV58,OUT013,3045.9229842390328
FDP21,OUT049,3189.7951002277346
FDH05,OUT013,3757.431683277981
FDR10,OUT027,4272.762539733707
NCP06,OUT045,2470.003932079224
FDF33,OUT049,1664.1384374877382
DRK37,OUT013,3149.1441440993062
DRH49,OUT045,1317.8585121767203
FDT58,OUT013,2743.555823028838
FDD41,OUT018,1630.6302693890661
FDP40,OUT018,1688.8121507083933
FDM51,OUT027,2825.1920805343025
FDO45,OUT010,204.01753624534453
FDW33,OUT010,241.25949551112
FDY24,OUT045,860.3476680262843
FDB10,OUT010,573.953412411314
FDM40,OUT035,2071.765898736936
NCI06,OUT017,3003.14322213507
FDW12,OUT019,342.03007618954797
FDX48,OUT027,3991.5206649411343
NCW05,OUT027,2875.472507826953
FDX27,OUT017,1474.1504885625272
DRM37,OUT045,3171.248980529161
FDA38,OUT045,4086.440839383589
FDR36,OUT046,647.4251153436402
FDZ45,OUT046,3206.5781389916015
FDG05,OUT017,2568.3448612938328
FDK28,OUT013,4232.999777571234
FDV47,OUT045,1364.9572543416853
FDN21,OUT045,2597.6132470744215
FDP20,OUT027,3110.8166377841117
FDI35,OUT045,3140.540767346081
DRY23,OUT013,714.8361625151515
FDA56,OUT017,2066.4103836382155
FDB09,OUT013,2070.3382281798235
NCO26,OUT027,3013.9780676943633
FDQ49,OUT018,2468.707653308006
FDI52,OUT027,3084.2097889807674
FDZ44,OUT027,3013.9780676943633
FDZ09,OUT018,2591.8102853303844
FDY03,OUT049,1893.4470283591663
NCG42,OUT017,2056.076793539001
DRI13,OUT027,5963.147721262572
FDQ32,OUT013,2078.6337702957867
FDW16,OUT035,1389.4179899961466
FDU27,OUT046,744.7803021848181
FDR28,OUT010,397.306653904933
FDQ49,OUT010,391.91056345996344
FDS37,OUT046,1937.5550060477785
FDW26,OUT018,3286.5180645119717
FDX12,OUT018,3701.749158686015
NCP06,OUT013,2445.3973113057646
FDW45,OUT010,357.80343361437014
NCN30,OUT049,1473.7141242278115
FDN24,OUT049,831.0994629944864
NCL41,OUT027,1222.9313528525565
FDR02,OUT019,260.3280751073873
FDD09,OUT010,463.004983826265
FDS33,OUT010,204.2236060669038
FDU22,OUT045,2015.8029473183817
FDI53,OUT013,2586.5233980084154
DRH01,OUT049,2860.1425781458024
FDX32,OUT013,2106.9850660294146
NCP30,OUT018,631.5756956319642
FDB60,OUT045,3155.682138207793
FDB14,OUT049,1417.4669733743458
NCP02,OUT035,856.6408950384613
FDJ10,OUT017,2057.1467134454797
FDG34,OUT046,1732.090709021888
NCB18,OUT017,1369.0376065636885
FDM16,OUT049,1106.2404600399032
FDW25,OUT018,1360.2751070916606
FDB35,OUT010,220.70727129342814
DRN11,OUT013,2107.437393026792
FDF41,OUT019,571.0290667854563
FDH16,OUT045,1385.8774079581945
NCQ50,OUT018,3241.2027430805174
DRH23,OUT018,887.207155125
DRJ37,OUT013,2442.193095762844
DRJ24,OUT027,5116.921206194047
FDY16,OUT035,3071.69987148775
FDQ27,OUT045,1651.6332090263222
FDZ33,OUT045,2462.499790925044
FDF29,OUT045,2085.7187515944815
FDA08,OUT049,2663.376036467704
FDG31,OUT046,1040.1280045600645
FDE34,OUT019,467.2064316702064
NCR30,OUT027,1479.0323821848115
FDV33,OUT035,4126.574285996289
DRZ24,OUT018,2012.3515799182135
NCL54,OUT035,2878.9231183764805
FDR12,OUT049,2914.407897039577
NCC54,OUT046,3930.826419189437
DRN59,OUT013,770.0092219714944
FDX50,OUT019,260.8587659762741
FDV31,OUT027,4808.888112105142
NCA29,OUT027,4606.859238250531
FDW60,OUT049,3004.462203378078
FDX08,OUT017,3171.2931903523254
DRD49,OUT013,3828.343984388657
FDD33,OUT046,3730.7985990250677
FDW35,OUT013,711.6256293549063
FDJ36,OUT017,1640.470410912935
FDV51,OUT035,2776.2105211867306
FDW36,OUT046,1661.2731969157371
FDH35,OUT046,2643.3807805402234
NCS30,OUT027,3127.4089288919663
FDN49,OUT017,623.8404948975718
FDL08,OUT018,3672.7219769622507
FDI09,OUT013,3898.873876788462
FDP19,OUT018,2017.797768618524
FDU21,OUT010,130.29003053365062
NCP41,OUT045,1664.9034812414882
FDY10,OUT013,1822.3709032325469
FDP12,OUT018,588.9307802180738
NCN26,OUT049,1942.9645595688405
FDK44,OUT013,2820.374786605853
FDC28,OUT049,1673.6402826219346
FDJ41,OUT027,5964.287054024417
NCT29,OUT035,2044.2544822536897
NCH42,OUT019,576.1335289041494
FDU60,OUT018,2650.3955974338505
FDS02,OUT045,3133.865992845231
FDC51,OUT046,2098.642435193667
FDU03,OUT013,3030.9377018265996
FDX39,OUT045,3532.2612512993296
NCY05,OUT010,130.29003053365062
NCL06,OUT027,5962.472113185417
FDD32,OUT035,1272.995512619218
NCN41,OUT045,2046.7537719451948
NCX53,OUT049,2117.6197845780425
FDU57,OUT019,358.1896950281655
FDQ23,OUT046,1654.4423714238071
FDQ52,OUT045,4022.134043656689
FDC14,OUT045,642.2440729810722
FDY09,OUT035,2952.4978788085305
FDQ28,OUT045,2515.6112892578863
FDV25,OUT046,3612.4036830876967
FDJ07,OUT035,1941.7001190360565
DRB25,OUT049,1656.6744983101075
FDK52,OUT019,571.0290667854563
FDY52,OUT027,1438.9866085891645
FDB28,OUT046,3206.532243663823
FDT36,OUT035,592.3331252720819
FDV25,OUT017,3672.0140917678787
NCN07,OUT027,3127.4089288919663
FDC57,OUT017,3051.784020578484
FDQ03,OUT018,3565.0415720144247
FDU23,OUT017,2848.802884684346
NCX41,OUT035,3505.8206086023165
NCD06,OUT035,737.7630208757146
FDW08,OUT045,1656.2455187070798
NCU29,OUT017,2432.20697965888
NCE06,OUT013,2546.9463121079434
FDV52,OUT010,274.8516955966186
FDB02,OUT017,2928.2074898924247
NCR18,OUT045,670.0596874285579
FDK16,OUT049,1469.666548517201
NCQ29,OUT010,573.1902514609151
FDZ01,OUT019,243.71286929325953
FDW27,OUT035,2509.066017139589
FDD17,OUT018,3638.3705313132023
FDW39,OUT013,2905.158400064114
DRH59,OUT045,1048.2245502578544
FDS52,OUT013,1631.3460361711725
FDU40,OUT027,5573.293060503518
NCF54,OUT013,2818.717495046208
FDH46,OUT045,1650.3773133503405
NCP14,OUT049,1645.6039569787326
FDH50,OUT049,3215.9716089173894
DRF15,OUT010,368.2000205127928
FDV27,OUT027,2460.8350730978186
NCJ06,OUT049,2046.9826951533946
FDN02,OUT018,3141.4250645254033
FDQ51,OUT049,741.1690065360079
FDQ07,OUT017,3605.2145625779667
FDS45,OUT049,1651.9344337722275
NCJ06,OUT045,2048.2544140714863
FDD36,OUT035,1940.7069690906587
FDY25,OUT045,3158.7190705284324
FDU52,OUT046,2443.226787939109
DRK47,OUT017,3750.260707847635
NCL30,OUT017,2049.4217973405043
FDN22,OUT035,3933.859718716754
NCF30,OUT027,3110.8166377841117
FDK03,OUT035,4096.600855029252
FDT45,OUT017,860.5075070568805
NCC54,OUT027,5962.472113185417
